"Protocolo","Execucao","Base","Alfa","Familia","Pares_Validos","Pares_Significativos","Lista_Pares_Significativos","Decisao"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland",0.05,"Seis comparacoes bilaterais de MCC",6,0,"","Nao rejeitar H0 na Cleveland complementar"
