"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","Fold_Interno","Semente","Configuracao","cp","profundidade_maxima","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,1,12240301,"arvore_cp_0.02_profundidade_3",0.02,3,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.787469287469287,0.212394853014763,0.658233700183727,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,2,12240302,"arvore_cp_0.02_profundidade_3",0.02,3,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.72051597051597,0.212584118753826,0.637747860759297,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,3,12240303,"arvore_cp_0.02_profundidade_3",0.02,3,0.790123456790123,0.864864864864865,0.727272727272727,0.727272727272727,0.790123456790123,0.592137592137592,0.855958230958231,0.15123083290029,0.468698538788757,0.796068796068796,32,32,12,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,1,12240401,"arvore_cp_0.005_profundidade_5",0.005,5,0.691358024691358,0.72972972972973,0.659090909090909,0.642857142857143,0.683544303797468,0.387631945611459,0.78009828009828,0.227339280436438,0.734804793703421,0.694410319410319,27,29,15,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,2,12240402,"arvore_cp_0.005_profundidade_5",0.005,5,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.72051597051597,0.212584118753826,0.637747860759297,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,3,12240403,"arvore_cp_0.005_profundidade_5",0.005,5,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.876228501228501,0.128706535870498,0.419813489393893,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,1,12240501,"arvore_cp_0.01_profundidade_5",0.01,5,0.691358024691358,0.72972972972973,0.659090909090909,0.642857142857143,0.683544303797468,0.387631945611459,0.78009828009828,0.227339280436438,0.734804793703421,0.694410319410319,27,29,15,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,2,12240502,"arvore_cp_0.01_profundidade_5",0.01,5,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.72051597051597,0.212584118753826,0.637747860759297,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,3,12240503,"arvore_cp_0.01_profundidade_5",0.01,5,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.876228501228501,0.128706535870498,0.419813489393893,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,1,12240601,"arvore_cp_0.02_profundidade_5",0.02,5,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.787469287469287,0.212394853014763,0.658233700183727,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,2,12240602,"arvore_cp_0.02_profundidade_5",0.02,5,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.72051597051597,0.212584118753826,0.637747860759297,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,3,12240603,"arvore_cp_0.02_profundidade_5",0.02,5,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.876228501228501,0.128706535870498,0.419813489393893,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,1,12250101,"arvore_cp_0.005_profundidade_3",0.005,3,0.775,0.702702702702703,0.837209302325581,0.787878787878788,0.742857142857143,0.546829801608631,0.796668761785041,0.180998959588903,0.571861997864858,0.769956002514142,26,36,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,2,12250102,"arvore_cp_0.005_profundidade_3",0.005,3,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.776412776412776,0.183606227961794,0.580549460492258,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,3,12250103,"arvore_cp_0.005_profundidade_3",0.005,3,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.759213759213759,0.180636071802799,0.55630900642336,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,1,12250201,"arvore_cp_0.01_profundidade_3",0.01,3,0.775,0.702702702702703,0.837209302325581,0.787878787878788,0.742857142857143,0.546829801608631,0.796668761785041,0.180998959588903,0.571861997864858,0.769956002514142,26,36,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,2,12250202,"arvore_cp_0.01_profundidade_3",0.01,3,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.776412776412776,0.183606227961794,0.580549460492258,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,3,12250203,"arvore_cp_0.01_profundidade_3",0.01,3,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.759213759213759,0.180636071802799,0.55630900642336,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,1,12250301,"arvore_cp_0.02_profundidade_3",0.02,3,0.775,0.702702702702703,0.837209302325581,0.787878787878788,0.742857142857143,0.546829801608631,0.796668761785041,0.180998959588903,0.571861997864858,0.769956002514142,26,36,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,2,12250302,"arvore_cp_0.02_profundidade_3",0.02,3,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.776412776412776,0.183606227961794,0.580549460492258,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,3,12250303,"arvore_cp_0.02_profundidade_3",0.02,3,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.759213759213759,0.180636071802799,0.55630900642336,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,1,12250401,"arvore_cp_0.005_profundidade_5",0.005,5,0.775,0.702702702702703,0.837209302325581,0.787878787878788,0.742857142857143,0.546829801608631,0.796668761785041,0.180998959588903,0.571861997864858,0.769956002514142,26,36,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,2,12250402,"arvore_cp_0.005_profundidade_5",0.005,5,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.776412776412776,0.183606227961794,0.580549460492258,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,3,12250403,"arvore_cp_0.005_profundidade_5",0.005,5,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.759213759213759,0.180636071802799,0.55630900642336,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,1,12250501,"arvore_cp_0.01_profundidade_5",0.01,5,0.775,0.702702702702703,0.837209302325581,0.787878787878788,0.742857142857143,0.546829801608631,0.796668761785041,0.180998959588903,0.571861997864858,0.769956002514142,26,36,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,2,12250502,"arvore_cp_0.01_profundidade_5",0.01,5,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.776412776412776,0.183606227961794,0.580549460492258,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,3,12250503,"arvore_cp_0.01_profundidade_5",0.01,5,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.759213759213759,0.180636071802799,0.55630900642336,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,1,12250601,"arvore_cp_0.02_profundidade_5",0.02,5,0.775,0.702702702702703,0.837209302325581,0.787878787878788,0.742857142857143,0.546829801608631,0.796668761785041,0.180998959588903,0.571861997864858,0.769956002514142,26,36,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,2,12250602,"arvore_cp_0.02_profundidade_5",0.02,5,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.776412776412776,0.183606227961794,0.580549460492258,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,3,12250603,"arvore_cp_0.02_profundidade_5",0.02,5,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.759213759213759,0.180636071802799,0.55630900642336,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,1,12310101,"arvore_cp_0.005_profundidade_3",0.005,3,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.800675675675676,0.183508150343732,0.622590298238532,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,2,12310102,"arvore_cp_0.005_profundidade_3",0.005,3,0.728395061728395,0.648648648648649,0.795454545454545,0.727272727272727,0.685714285714286,0.450229044779444,0.749385749385749,0.207427085900648,0.632829480133614,0.722051597051597,24,35,9,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,3,12310103,"arvore_cp_0.005_profundidade_3",0.005,3,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.817724701445632,0.171855036782687,0.597189804733657,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,1,12310201,"arvore_cp_0.01_profundidade_3",0.01,3,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.800675675675676,0.183508150343732,0.622590298238532,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,2,12310202,"arvore_cp_0.01_profundidade_3",0.01,3,0.728395061728395,0.648648648648649,0.795454545454545,0.727272727272727,0.685714285714286,0.450229044779444,0.749385749385749,0.207427085900648,0.632829480133614,0.722051597051597,24,35,9,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,3,12310203,"arvore_cp_0.01_profundidade_3",0.01,3,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.817724701445632,0.171855036782687,0.597189804733657,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,1,12310301,"arvore_cp_0.02_profundidade_3",0.02,3,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.800675675675676,0.183508150343732,0.622590298238532,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,2,12310302,"arvore_cp_0.02_profundidade_3",0.02,3,0.728395061728395,0.648648648648649,0.795454545454545,0.727272727272727,0.685714285714286,0.450229044779444,0.749385749385749,0.207427085900648,0.632829480133614,0.722051597051597,24,35,9,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,3,12310303,"arvore_cp_0.02_profundidade_3",0.02,3,0.75,0.837837837837838,0.674418604651163,0.688888888888889,0.75609756097561,0.514851805232779,0.771527341294783,0.191220920138889,0.635492276564298,0.7561282212445,31,29,14,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,1,12310401,"arvore_cp_0.005_profundidade_5",0.005,5,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.800675675675676,0.183508150343732,0.622590298238532,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,2,12310402,"arvore_cp_0.005_profundidade_5",0.005,5,0.728395061728395,0.648648648648649,0.795454545454545,0.727272727272727,0.685714285714286,0.450229044779444,0.749385749385749,0.207427085900648,0.632829480133614,0.722051597051597,24,35,9,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,3,12310403,"arvore_cp_0.005_profundidade_5",0.005,5,0.775,0.810810810810811,0.744186046511628,0.731707317073171,0.769230769230769,0.553606756561361,0.812067881835324,0.178690974282687,0.612366541713508,0.777498428661219,30,32,11,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,1,12310501,"arvore_cp_0.01_profundidade_5",0.01,5,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.800675675675676,0.183508150343732,0.622590298238532,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,2,12310502,"arvore_cp_0.01_profundidade_5",0.01,5,0.728395061728395,0.648648648648649,0.795454545454545,0.727272727272727,0.685714285714286,0.450229044779444,0.749385749385749,0.207427085900648,0.632829480133614,0.722051597051597,24,35,9,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,3,12310503,"arvore_cp_0.01_profundidade_5",0.01,5,0.775,0.810810810810811,0.744186046511628,0.731707317073171,0.769230769230769,0.553606756561361,0.812067881835324,0.178690974282687,0.612366541713508,0.777498428661219,30,32,11,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,1,12310601,"arvore_cp_0.02_profundidade_5",0.02,5,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.800675675675676,0.183508150343732,0.622590298238532,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,2,12310602,"arvore_cp_0.02_profundidade_5",0.02,5,0.728395061728395,0.648648648648649,0.795454545454545,0.727272727272727,0.685714285714286,0.450229044779444,0.749385749385749,0.207427085900648,0.632829480133614,0.722051597051597,24,35,9,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,3,12310603,"arvore_cp_0.02_profundidade_5",0.02,5,0.775,0.810810810810811,0.744186046511628,0.731707317073171,0.769230769230769,0.553606756561361,0.812067881835324,0.178690974282687,0.612366541713508,0.777498428661219,30,32,11,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,1,12320101,"arvore_cp_0.005_profundidade_3",0.005,3,0.691358024691358,0.486486486486487,0.863636363636364,0.75,0.590163934426229,0.381948322269546,0.68458230958231,0.242903528911764,0.727661966888416,0.675061425061425,18,38,6,19,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,2,12320102,"arvore_cp_0.005_profundidade_3",0.005,3,0.728395061728395,0.891891891891892,0.590909090909091,0.647058823529412,0.75,0.498023264071653,0.782555282555283,0.208427176268469,0.691968775548543,0.741400491400491,33,26,18,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,3,12320103,"arvore_cp_0.005_profundidade_3",0.005,3,0.740740740740741,0.763157894736842,0.720930232558139,0.707317073170732,0.734177215189873,0.483201788814586,0.828947368421053,0.183932400102272,1.36461319990406,0.742044063647491,29,31,12,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,1,12320201,"arvore_cp_0.01_profundidade_3",0.01,3,0.691358024691358,0.486486486486487,0.863636363636364,0.75,0.590163934426229,0.381948322269546,0.68458230958231,0.242903528911764,0.727661966888416,0.675061425061425,18,38,6,19,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,2,12320202,"arvore_cp_0.01_profundidade_3",0.01,3,0.728395061728395,0.891891891891892,0.590909090909091,0.647058823529412,0.75,0.498023264071653,0.782555282555283,0.208427176268469,0.691968775548543,0.741400491400491,33,26,18,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,3,12320203,"arvore_cp_0.01_profundidade_3",0.01,3,0.740740740740741,0.763157894736842,0.720930232558139,0.707317073170732,0.734177215189873,0.483201788814586,0.828947368421053,0.183932400102272,1.36461319990406,0.742044063647491,29,31,12,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,1,12320301,"arvore_cp_0.02_profundidade_3",0.02,3,0.691358024691358,0.486486486486487,0.863636363636364,0.75,0.590163934426229,0.381948322269546,0.68458230958231,0.242903528911764,0.727661966888416,0.675061425061425,18,38,6,19,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,2,12320302,"arvore_cp_0.02_profundidade_3",0.02,3,0.728395061728395,0.891891891891892,0.590909090909091,0.647058823529412,0.75,0.498023264071653,0.782555282555283,0.208427176268469,0.691968775548543,0.741400491400491,33,26,18,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,3,12320303,"arvore_cp_0.02_profundidade_3",0.02,3,0.740740740740741,0.763157894736842,0.720930232558139,0.707317073170732,0.734177215189873,0.483201788814586,0.828947368421053,0.183932400102272,1.36461319990406,0.742044063647491,29,31,12,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,1,12320401,"arvore_cp_0.005_profundidade_5",0.005,5,0.740740740740741,0.621621621621622,0.840909090909091,0.766666666666667,0.686567164179104,0.477113890389255,0.807739557739558,0.208228220524595,0.666743891975964,0.731265356265356,23,37,7,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,2,12320402,"arvore_cp_0.005_profundidade_5",0.005,5,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.792690417690418,0.188056805898098,0.646917096869858,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,3,12320403,"arvore_cp_0.005_profundidade_5",0.005,5,0.691358024691358,0.815789473684211,0.581395348837209,0.63265306122449,0.71264367816092,0.405457783145818,0.805997552019584,0.212724403586313,1.46940099931215,0.69859241126071,31,25,18,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,1,12320501,"arvore_cp_0.01_profundidade_5",0.01,5,0.740740740740741,0.621621621621622,0.840909090909091,0.766666666666667,0.686567164179104,0.477113890389255,0.807739557739558,0.208228220524595,0.666743891975964,0.731265356265356,23,37,7,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,2,12320502,"arvore_cp_0.01_profundidade_5",0.01,5,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.792690417690418,0.188056805898098,0.646917096869858,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,3,12320503,"arvore_cp_0.01_profundidade_5",0.01,5,0.691358024691358,0.815789473684211,0.581395348837209,0.63265306122449,0.71264367816092,0.405457783145818,0.805997552019584,0.212724403586313,1.46940099931215,0.69859241126071,31,25,18,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,1,12320601,"arvore_cp_0.02_profundidade_5",0.02,5,0.691358024691358,0.486486486486487,0.863636363636364,0.75,0.590163934426229,0.381948322269546,0.68458230958231,0.242903528911764,0.727661966888416,0.675061425061425,18,38,6,19,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,2,12320602,"arvore_cp_0.02_profundidade_5",0.02,5,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.792690417690418,0.188056805898098,0.646917096869858,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,3,12320603,"arvore_cp_0.02_profundidade_5",0.02,5,0.691358024691358,0.763157894736842,0.627906976744186,0.644444444444444,0.698795180722892,0.392751022879728,0.812729498164015,0.208119973990949,1.45094032406053,0.695532435740514,29,27,16,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,1,12330101,"arvore_cp_0.005_profundidade_3",0.005,3,0.75,0.783783783783784,0.720930232558139,0.707317073170732,0.743589743589744,0.503449859024658,0.792269013199246,0.191265129533877,0.596443186680648,0.752357008170962,29,31,12,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,2,12330102,"arvore_cp_0.005_profundidade_3",0.005,3,0.839506172839506,0.810810810810811,0.863636363636364,0.833333333333333,0.821917808219178,0.676110425245246,0.878378378378378,0.129460117835076,0.456891962637911,0.837223587223587,30,38,6,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,3,12330103,"arvore_cp_0.005_profundidade_3",0.005,3,0.753086419753086,0.621621621621622,0.863636363636364,0.793103448275862,0.696969696969697,0.504195796060543,0.797297297297297,0.194640814614331,0.593338534015364,0.742628992628993,23,38,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,1,12330201,"arvore_cp_0.01_profundidade_3",0.01,3,0.75,0.783783783783784,0.720930232558139,0.707317073170732,0.743589743589744,0.503449859024658,0.792269013199246,0.191265129533877,0.596443186680648,0.752357008170962,29,31,12,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,2,12330202,"arvore_cp_0.01_profundidade_3",0.01,3,0.839506172839506,0.810810810810811,0.863636363636364,0.833333333333333,0.821917808219178,0.676110425245246,0.878378378378378,0.129460117835076,0.456891962637911,0.837223587223587,30,38,6,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,3,12330203,"arvore_cp_0.01_profundidade_3",0.01,3,0.753086419753086,0.621621621621622,0.863636363636364,0.793103448275862,0.696969696969697,0.504195796060543,0.797297297297297,0.194640814614331,0.593338534015364,0.742628992628993,23,38,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,1,12330301,"arvore_cp_0.02_profundidade_3",0.02,3,0.75,0.783783783783784,0.720930232558139,0.707317073170732,0.743589743589744,0.503449859024658,0.792269013199246,0.191265129533877,0.596443186680648,0.752357008170962,29,31,12,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,2,12330302,"arvore_cp_0.02_profundidade_3",0.02,3,0.839506172839506,0.810810810810811,0.863636363636364,0.833333333333333,0.821917808219178,0.676110425245246,0.878378378378378,0.129460117835076,0.456891962637911,0.837223587223587,30,38,6,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,3,12330303,"arvore_cp_0.02_profundidade_3",0.02,3,0.753086419753086,0.621621621621622,0.863636363636364,0.793103448275862,0.696969696969697,0.504195796060543,0.797297297297297,0.194640814614331,0.593338534015364,0.742628992628993,23,38,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,1,12330401,"arvore_cp_0.005_profundidade_5",0.005,5,0.75,0.783783783783784,0.720930232558139,0.707317073170732,0.743589743589744,0.503449859024658,0.792269013199246,0.191265129533877,0.596443186680648,0.752357008170962,29,31,12,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,2,12330402,"arvore_cp_0.005_profundidade_5",0.005,5,0.839506172839506,0.810810810810811,0.863636363636364,0.833333333333333,0.821917808219178,0.676110425245246,0.878378378378378,0.129460117835076,0.456891962637911,0.837223587223587,30,38,6,7,0,0
