"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","Fold_Interno","Semente","Configuracao","cp","profundidade_maxima","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,1,12150101,"arvore_cp_0.005_profundidade_3",0.005,3,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.771191646191646,0.180066101899288,0.562092631819058,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,2,12150102,"arvore_cp_0.005_profundidade_3",0.005,3,0.85,0.72972972972973,0.953488372093023,0.931034482758621,0.818181818181818,0.708615042425108,0.88340666247643,0.128433254915941,0.427855690725655,0.841609050911376,27,41,2,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,3,12150103,"arvore_cp_0.005_profundidade_3",0.005,3,0.691358024691358,0.837837837837838,0.568181818181818,0.62,0.71264367816092,0.416110246425145,0.841830466830467,0.198043978315231,0.58708525096221,0.703009828009828,31,25,19,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,1,12150201,"arvore_cp_0.01_profundidade_3",0.01,3,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.771191646191646,0.180066101899288,0.562092631819058,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,2,12150202,"arvore_cp_0.01_profundidade_3",0.01,3,0.85,0.72972972972973,0.953488372093023,0.931034482758621,0.818181818181818,0.708615042425108,0.88340666247643,0.128433254915941,0.427855690725655,0.841609050911376,27,41,2,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,3,12150203,"arvore_cp_0.01_profundidade_3",0.01,3,0.691358024691358,0.837837837837838,0.568181818181818,0.62,0.71264367816092,0.416110246425145,0.841830466830467,0.198043978315231,0.58708525096221,0.703009828009828,31,25,19,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,1,12150301,"arvore_cp_0.02_profundidade_3",0.02,3,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.771191646191646,0.180066101899288,0.562092631819058,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,2,12150302,"arvore_cp_0.02_profundidade_3",0.02,3,0.85,0.72972972972973,0.953488372093023,0.931034482758621,0.818181818181818,0.708615042425108,0.88340666247643,0.128433254915941,0.427855690725655,0.841609050911376,27,41,2,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,3,12150303,"arvore_cp_0.02_profundidade_3",0.02,3,0.691358024691358,0.837837837837838,0.568181818181818,0.62,0.71264367816092,0.416110246425145,0.841830466830467,0.198043978315231,0.58708525096221,0.703009828009828,31,25,19,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,1,12150401,"arvore_cp_0.005_profundidade_5",0.005,5,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.771191646191646,0.180066101899288,0.562092631819058,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,2,12150402,"arvore_cp_0.005_profundidade_5",0.005,5,0.85,0.72972972972973,0.953488372093023,0.931034482758621,0.818181818181818,0.708615042425108,0.88340666247643,0.128433254915941,0.427855690725655,0.841609050911376,27,41,2,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,3,12150403,"arvore_cp_0.005_profundidade_5",0.005,5,0.691358024691358,0.837837837837838,0.568181818181818,0.62,0.71264367816092,0.416110246425145,0.841830466830467,0.198043978315231,0.58708525096221,0.703009828009828,31,25,19,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,1,12150501,"arvore_cp_0.01_profundidade_5",0.01,5,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.771191646191646,0.180066101899288,0.562092631819058,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,2,12150502,"arvore_cp_0.01_profundidade_5",0.01,5,0.85,0.72972972972973,0.953488372093023,0.931034482758621,0.818181818181818,0.708615042425108,0.88340666247643,0.128433254915941,0.427855690725655,0.841609050911376,27,41,2,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,3,12150503,"arvore_cp_0.01_profundidade_5",0.01,5,0.691358024691358,0.837837837837838,0.568181818181818,0.62,0.71264367816092,0.416110246425145,0.841830466830467,0.198043978315231,0.58708525096221,0.703009828009828,31,25,19,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,1,12150601,"arvore_cp_0.02_profundidade_5",0.02,5,0.777777777777778,0.675675675675676,0.863636363636364,0.806451612903226,0.735294117647059,0.552715274374096,0.771191646191646,0.180066101899288,0.562092631819058,0.76965601965602,25,38,6,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,2,12150602,"arvore_cp_0.02_profundidade_5",0.02,5,0.85,0.72972972972973,0.953488372093023,0.931034482758621,0.818181818181818,0.708615042425108,0.88340666247643,0.128433254915941,0.427855690725655,0.841609050911376,27,41,2,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,3,12150603,"arvore_cp_0.02_profundidade_5",0.02,5,0.691358024691358,0.837837837837838,0.568181818181818,0.62,0.71264367816092,0.416110246425145,0.841830466830467,0.198043978315231,0.58708525096221,0.703009828009828,31,25,19,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,1,12210101,"arvore_cp_0.005_profundidade_3",0.005,3,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.878685503685504,0.144541207781405,0.456563800884252,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,2,12210102,"arvore_cp_0.005_profundidade_3",0.005,3,0.802469135802469,0.783783783783784,0.818181818181818,0.783783783783784,0.783783783783784,0.601965601965602,0.844594594594595,0.161975491374065,0.515672675273181,0.800982800982801,29,36,8,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,3,12210103,"arvore_cp_0.005_profundidade_3",0.005,3,0.753086419753086,0.631578947368421,0.86046511627907,0.8,0.705882352941177,0.508492213790288,0.775703794369645,0.202006747211079,0.684431409707409,0.746022031823745,24,37,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,1,12210201,"arvore_cp_0.01_profundidade_3",0.01,3,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.878685503685504,0.144541207781405,0.456563800884252,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,2,12210202,"arvore_cp_0.01_profundidade_3",0.01,3,0.802469135802469,0.783783783783784,0.818181818181818,0.783783783783784,0.783783783783784,0.601965601965602,0.844594594594595,0.161975491374065,0.515672675273181,0.800982800982801,29,36,8,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,3,12210203,"arvore_cp_0.01_profundidade_3",0.01,3,0.753086419753086,0.631578947368421,0.86046511627907,0.8,0.705882352941177,0.508492213790288,0.775703794369645,0.202006747211079,0.684431409707409,0.746022031823745,24,37,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,1,12210301,"arvore_cp_0.02_profundidade_3",0.02,3,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.878685503685504,0.144541207781405,0.456563800884252,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,2,12210302,"arvore_cp_0.02_profundidade_3",0.02,3,0.802469135802469,0.783783783783784,0.818181818181818,0.783783783783784,0.783783783783784,0.601965601965602,0.844594594594595,0.161975491374065,0.515672675273181,0.800982800982801,29,36,8,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,3,12210303,"arvore_cp_0.02_profundidade_3",0.02,3,0.753086419753086,0.631578947368421,0.86046511627907,0.8,0.705882352941177,0.508492213790288,0.775703794369645,0.202006747211079,0.684431409707409,0.746022031823745,24,37,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,1,12210401,"arvore_cp_0.005_profundidade_5",0.005,5,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.884213759213759,0.142441602507196,0.446492181792265,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,2,12210402,"arvore_cp_0.005_profundidade_5",0.005,5,0.802469135802469,0.837837837837838,0.772727272727273,0.75609756097561,0.794871794871795,0.608327234578822,0.85012285012285,0.15970791767792,0.51072474736943,0.805282555282555,31,34,10,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,3,12210403,"arvore_cp_0.005_profundidade_5",0.005,5,0.753086419753086,0.631578947368421,0.86046511627907,0.8,0.705882352941177,0.508492213790288,0.775703794369645,0.202006747211079,0.684431409707409,0.746022031823745,24,37,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,1,12210501,"arvore_cp_0.01_profundidade_5",0.01,5,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.884213759213759,0.142441602507196,0.446492181792265,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,2,12210502,"arvore_cp_0.01_profundidade_5",0.01,5,0.802469135802469,0.837837837837838,0.772727272727273,0.75609756097561,0.794871794871795,0.608327234578822,0.85012285012285,0.15970791767792,0.51072474736943,0.805282555282555,31,34,10,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,3,12210503,"arvore_cp_0.01_profundidade_5",0.01,5,0.753086419753086,0.631578947368421,0.86046511627907,0.8,0.705882352941177,0.508492213790288,0.775703794369645,0.202006747211079,0.684431409707409,0.746022031823745,24,37,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,1,12210601,"arvore_cp_0.02_profundidade_5",0.02,5,0.802469135802469,0.864864864864865,0.75,0.744186046511628,0.8,0.613734943790839,0.878685503685504,0.144541207781405,0.456563800884252,0.807432432432432,32,33,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,2,12210602,"arvore_cp_0.02_profundidade_5",0.02,5,0.802469135802469,0.783783783783784,0.818181818181818,0.783783783783784,0.783783783783784,0.601965601965602,0.844594594594595,0.161975491374065,0.515672675273181,0.800982800982801,29,36,8,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,3,12210603,"arvore_cp_0.02_profundidade_5",0.02,5,0.753086419753086,0.631578947368421,0.86046511627907,0.8,0.705882352941177,0.508492213790288,0.775703794369645,0.202006747211079,0.684431409707409,0.746022031823745,24,37,6,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,1,12220101,"arvore_cp_0.005_profundidade_3",0.005,3,0.7625,0.648648648648649,0.86046511627907,0.8,0.716417910447761,0.524329508096739,0.78441231929604,0.180442114119071,0.553170410478344,0.754556882463859,24,37,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,2,12220102,"arvore_cp_0.005_profundidade_3",0.005,3,0.728395061728395,0.621621621621622,0.818181818181818,0.741935483870968,0.676470588235294,0.450733640605755,0.779176904176904,0.206681406797199,0.641690869001635,0.71990171990172,23,36,8,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,3,12220103,"arvore_cp_0.005_profundidade_3",0.005,3,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.88544226044226,0.130599951120006,0.420815404772772,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,1,12220201,"arvore_cp_0.01_profundidade_3",0.01,3,0.7625,0.648648648648649,0.86046511627907,0.8,0.716417910447761,0.524329508096739,0.78441231929604,0.180442114119071,0.553170410478344,0.754556882463859,24,37,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,2,12220202,"arvore_cp_0.01_profundidade_3",0.01,3,0.728395061728395,0.621621621621622,0.818181818181818,0.741935483870968,0.676470588235294,0.450733640605755,0.779176904176904,0.206681406797199,0.641690869001635,0.71990171990172,23,36,8,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,3,12220203,"arvore_cp_0.01_profundidade_3",0.01,3,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.88544226044226,0.130599951120006,0.420815404772772,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,1,12220301,"arvore_cp_0.02_profundidade_3",0.02,3,0.7625,0.648648648648649,0.86046511627907,0.8,0.716417910447761,0.524329508096739,0.78441231929604,0.180442114119071,0.553170410478344,0.754556882463859,24,37,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,2,12220302,"arvore_cp_0.02_profundidade_3",0.02,3,0.728395061728395,0.621621621621622,0.818181818181818,0.741935483870968,0.676470588235294,0.450733640605755,0.779176904176904,0.206681406797199,0.641690869001635,0.71990171990172,23,36,8,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,3,12220303,"arvore_cp_0.02_profundidade_3",0.02,3,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.88544226044226,0.130599951120006,0.420815404772772,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,1,12220401,"arvore_cp_0.005_profundidade_5",0.005,5,0.7625,0.648648648648649,0.86046511627907,0.8,0.716417910447761,0.524329508096739,0.78441231929604,0.180442114119071,0.553170410478344,0.754556882463859,24,37,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,2,12220402,"arvore_cp_0.005_profundidade_5",0.005,5,0.728395061728395,0.621621621621622,0.818181818181818,0.741935483870968,0.676470588235294,0.450733640605755,0.779176904176904,0.206681406797199,0.641690869001635,0.71990171990172,23,36,8,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,3,12220403,"arvore_cp_0.005_profundidade_5",0.005,5,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.88544226044226,0.130599951120006,0.420815404772772,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,1,12220501,"arvore_cp_0.01_profundidade_5",0.01,5,0.7625,0.648648648648649,0.86046511627907,0.8,0.716417910447761,0.524329508096739,0.78441231929604,0.180442114119071,0.553170410478344,0.754556882463859,24,37,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,2,12220502,"arvore_cp_0.01_profundidade_5",0.01,5,0.728395061728395,0.621621621621622,0.818181818181818,0.741935483870968,0.676470588235294,0.450733640605755,0.779176904176904,0.206681406797199,0.641690869001635,0.71990171990172,23,36,8,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,3,12220503,"arvore_cp_0.01_profundidade_5",0.01,5,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.88544226044226,0.130599951120006,0.420815404772772,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,1,12220601,"arvore_cp_0.02_profundidade_5",0.02,5,0.7625,0.648648648648649,0.86046511627907,0.8,0.716417910447761,0.524329508096739,0.78441231929604,0.180442114119071,0.553170410478344,0.754556882463859,24,37,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,2,12220602,"arvore_cp_0.02_profundidade_5",0.02,5,0.728395061728395,0.621621621621622,0.818181818181818,0.741935483870968,0.676470588235294,0.450733640605755,0.779176904176904,0.206681406797199,0.641690869001635,0.71990171990172,23,36,8,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,3,12220603,"arvore_cp_0.02_profundidade_5",0.02,5,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.88544226044226,0.130599951120006,0.420815404772772,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,1,12230101,"arvore_cp_0.005_profundidade_3",0.005,3,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.870521684475173,0.159553734106339,0.494560486339319,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,2,12230102,"arvore_cp_0.005_profundidade_3",0.005,3,0.740740740740741,0.72972972972973,0.75,0.710526315789474,0.72,0.478848142957688,0.784398034398034,0.20684231637041,0.635227392096979,0.739864864864865,27,33,11,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,3,12230103,"arvore_cp_0.005_profundidade_3",0.005,3,0.765432098765432,0.648648648648649,0.863636363636364,0.8,0.716417910447761,0.528436898518777,0.801289926289926,0.181786143341,0.566616863175224,0.756142506142506,24,38,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,1,12230201,"arvore_cp_0.01_profundidade_3",0.01,3,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.870521684475173,0.159553734106339,0.494560486339319,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,2,12230202,"arvore_cp_0.01_profundidade_3",0.01,3,0.740740740740741,0.72972972972973,0.75,0.710526315789474,0.72,0.478848142957688,0.784398034398034,0.20684231637041,0.635227392096979,0.739864864864865,27,33,11,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,3,12230203,"arvore_cp_0.01_profundidade_3",0.01,3,0.765432098765432,0.648648648648649,0.863636363636364,0.8,0.716417910447761,0.528436898518777,0.801289926289926,0.181786143341,0.566616863175224,0.756142506142506,24,38,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,1,12230301,"arvore_cp_0.02_profundidade_3",0.02,3,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.870521684475173,0.159553734106339,0.494560486339319,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,2,12230302,"arvore_cp_0.02_profundidade_3",0.02,3,0.740740740740741,0.72972972972973,0.75,0.710526315789474,0.72,0.478848142957688,0.784398034398034,0.20684231637041,0.635227392096979,0.739864864864865,27,33,11,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,3,12230303,"arvore_cp_0.02_profundidade_3",0.02,3,0.765432098765432,0.648648648648649,0.863636363636364,0.8,0.716417910447761,0.528436898518777,0.801289926289926,0.181786143341,0.566616863175224,0.756142506142506,24,38,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,1,12230401,"arvore_cp_0.005_profundidade_5",0.005,5,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.870521684475173,0.159553734106339,0.494560486339319,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,2,12230402,"arvore_cp_0.005_profundidade_5",0.005,5,0.740740740740741,0.72972972972973,0.75,0.710526315789474,0.72,0.478848142957688,0.784398034398034,0.20684231637041,0.635227392096979,0.739864864864865,27,33,11,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,3,12230403,"arvore_cp_0.005_profundidade_5",0.005,5,0.765432098765432,0.648648648648649,0.863636363636364,0.8,0.716417910447761,0.528436898518777,0.801289926289926,0.181786143341,0.566616863175224,0.756142506142506,24,38,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,1,12230501,"arvore_cp_0.01_profundidade_5",0.01,5,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.870521684475173,0.159553734106339,0.494560486339319,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,2,12230502,"arvore_cp_0.01_profundidade_5",0.01,5,0.740740740740741,0.72972972972973,0.75,0.710526315789474,0.72,0.478848142957688,0.784398034398034,0.20684231637041,0.635227392096979,0.739864864864865,27,33,11,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,3,12230503,"arvore_cp_0.01_profundidade_5",0.01,5,0.765432098765432,0.648648648648649,0.863636363636364,0.8,0.716417910447761,0.528436898518777,0.801289926289926,0.181786143341,0.566616863175224,0.756142506142506,24,38,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,1,12230601,"arvore_cp_0.02_profundidade_5",0.02,5,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.870521684475173,0.159553734106339,0.494560486339319,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,2,12230602,"arvore_cp_0.02_profundidade_5",0.02,5,0.740740740740741,0.72972972972973,0.75,0.710526315789474,0.72,0.478848142957688,0.784398034398034,0.20684231637041,0.635227392096979,0.739864864864865,27,33,11,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,3,3,12230603,"arvore_cp_0.02_profundidade_5",0.02,5,0.765432098765432,0.648648648648649,0.863636363636364,0.8,0.716417910447761,0.528436898518777,0.801289926289926,0.181786143341,0.566616863175224,0.756142506142506,24,38,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,1,12240101,"arvore_cp_0.005_profundidade_3",0.005,3,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.787469287469287,0.212394853014763,0.658233700183727,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,2,12240102,"arvore_cp_0.005_profundidade_3",0.005,3,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.72051597051597,0.212584118753826,0.637747860759297,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,3,12240103,"arvore_cp_0.005_profundidade_3",0.005,3,0.790123456790123,0.864864864864865,0.727272727272727,0.727272727272727,0.790123456790123,0.592137592137592,0.855958230958231,0.15123083290029,0.468698538788757,0.796068796068796,32,32,12,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,1,12240201,"arvore_cp_0.01_profundidade_3",0.01,3,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.787469287469287,0.212394853014763,0.658233700183727,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,2,12240202,"arvore_cp_0.01_profundidade_3",0.01,3,0.728395061728395,0.702702702702703,0.75,0.702702702702703,0.702702702702703,0.452702702702703,0.72051597051597,0.212584118753826,0.637747860759297,0.726351351351351,26,33,11,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,4,3,12240203,"arvore_cp_0.01_profundidade_3",0.01,3,0.790123456790123,0.864864864864865,0.727272727272727,0.727272727272727,0.790123456790123,0.592137592137592,0.855958230958231,0.15123083290029,0.468698538788757,0.796068796068796,32,32,12,5,0,0
