"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","id","cp","profundidade_maxima","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Posicao","Selecionada"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,"arvore_cp_0.01_profundidade_5",0.01,5,0.773045267489712,0.747747747747748,0.795102184637068,0.785828698553949,0.755373204663266,0.559146854408117,0.832142925166181,0.16884777837682,0.525677857835641,0.771424966192408,4,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,"arvore_cp_0.02_profundidade_3",0.02,3,0.773045267489712,0.747747747747748,0.795102184637068,0.785828698553949,0.755373204663266,0.559146854408117,0.832142925166181,0.16884777837682,0.525677857835641,0.771424966192408,5,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,5,"arvore_cp_0.02_profundidade_5",0.02,5,0.773045267489712,0.747747747747748,0.795102184637068,0.785828698553949,0.755373204663266,0.559146854408117,0.832142925166181,0.16884777837682,0.525677857835641,0.771424966192408,6,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,"arvore_cp_0.005_profundidade_5",0.005,5,0.786008230452675,0.778093883357041,0.794397463002114,0.766761202495746,0.76691804927099,0.576851464053317,0.836680134568751,0.168052089132065,0.547216112956368,0.786245673179578,1,TRUE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,"arvore_cp_0.01_profundidade_5",0.01,5,0.786008230452675,0.778093883357041,0.794397463002114,0.766761202495746,0.76691804927099,0.576851464053317,0.836680134568751,0.168052089132065,0.547216112956368,0.786245673179578,2,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,"arvore_cp_0.005_profundidade_3",0.005,3,0.786008230452675,0.760075865339023,0.809548978153629,0.775989943431804,0.763222045574987,0.57473091984891,0.832994630883248,0.169507815455516,0.552222628621614,0.784812421746326,3,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,"arvore_cp_0.01_profundidade_3",0.01,3,0.786008230452675,0.760075865339023,0.809548978153629,0.775989943431804,0.763222045574987,0.57473091984891,0.832994630883248,0.169507815455516,0.552222628621614,0.784812421746326,4,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,"arvore_cp_0.02_profundidade_3",0.02,3,0.786008230452675,0.760075865339023,0.809548978153629,0.775989943431804,0.763222045574987,0.57473091984891,0.832994630883248,0.169507815455516,0.552222628621614,0.784812421746326,5,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,1,"arvore_cp_0.02_profundidade_5",0.02,5,0.786008230452675,0.760075865339023,0.809548978153629,0.775989943431804,0.763222045574987,0.57473091984891,0.832994630883248,0.169507815455516,0.552222628621614,0.784812421746326,6,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,2,"arvore_cp_0.005_profundidade_3",0.005,3,0.776800411522634,0.684684684684685,0.855003523608175,0.798292220113852,0.736596635711253,0.550490604784243,0.816343827971735,0.172574490678759,0.538558894750917,0.76984410414643,1,TRUE
