"Protocolo","Execucao","Base","Algoritmo","Repeticao","Semente_Externa","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",1,20260804,0.792079207920792,0.755395683453237,0.823170731707317,0.783582089552239,0.769230769230769,0.580479373898596,0.789107738199684,0.175303406798709,0.561373655026091,0.789283207580277,105,135,29,34,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,20260805,0.775577557755776,0.719424460431655,0.823170731707317,0.775193798449612,0.746268656716418,0.546809166217447,0.80950605369363,0.173448948764458,0.866796077029798,0.771297596069486,100,135,29,39,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,20260806,0.755775577557756,0.733812949640288,0.774390243902439,0.733812949640288,0.733812949640288,0.508203193542727,0.8064792068784,0.181471721236186,0.563841610718177,0.754101596771363,102,127,37,37,0,0
