"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","Fold_Interno","Semente","Configuracao","laplace","usar_kernel","ajuste","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,3,3,11330203,"kde",1,TRUE,1,0.851851851851852,0.837837837837838,0.863636363636364,0.837837837837838,0.837837837837838,0.701474201474201,0.888206388206388,0.131522927140608,0.576958806531483,0.850737100737101,31,38,6,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,4,1,11340101,"gaussiano",1,FALSE,NA,0.8375,0.810810810810811,0.86046511627907,0.833333333333333,0.821917808219178,0.672757540586995,0.884349465744815,0.134511582639275,0.670383299009228,0.83563796354494,30,37,6,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,4,2,11340102,"gaussiano",1,FALSE,NA,0.802469135802469,0.756756756756757,0.840909090909091,0.8,0.777777777777778,0.600997550546816,0.902948402948403,0.144597569283977,0.451398307310894,0.798832923832924,28,37,7,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,4,3,11340103,"gaussiano",1,FALSE,NA,0.876543209876543,0.810810810810811,0.931818181818182,0.909090909090909,0.857142857142857,0.752872635046125,0.933660933660934,0.0986295739898683,0.410300786640289,0.871314496314496,30,41,3,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,4,1,11340201,"kde",1,TRUE,1,0.8375,0.837837837837838,0.837209302325581,0.815789473684211,0.826666666666667,0.673988906027626,0.892520427404148,0.132885439963607,0.559884638054616,0.83752357008171,31,36,7,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,4,2,11340202,"kde",1,TRUE,1,0.790123456790123,0.702702702702703,0.863636363636364,0.8125,0.753623188405797,0.577072915650558,0.90970515970516,0.140769771295015,0.431748212825228,0.783169533169533,26,38,6,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,4,3,11340203,"kde",1,TRUE,1,0.876543209876543,0.810810810810811,0.931818181818182,0.909090909090909,0.857142857142857,0.752872635046125,0.917076167076167,0.110993721915887,0.438782211510365,0.871314496314496,30,41,3,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,5,1,11350101,"gaussiano",1,FALSE,NA,0.888888888888889,0.864864864864865,0.909090909090909,0.888888888888889,0.876712328767123,0.775864422412577,0.960687960687961,0.0801959699595857,0.264423392306287,0.886977886977887,32,40,4,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,5,2,11350102,"gaussiano",1,FALSE,NA,0.777777777777778,0.810810810810811,0.75,0.731707317073171,0.769230769230769,0.558755296952178,0.848894348894349,0.186275412946355,0.763972578553635,0.780405405405405,30,33,11,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,5,3,11350103,"gaussiano",1,FALSE,NA,0.802469135802469,0.675675675675676,0.909090909090909,0.862068965517241,0.757575757575758,0.607587845379288,0.884520884520885,0.152634078037697,0.570441524168327,0.792383292383292,25,40,4,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,5,1,11350201,"kde",1,TRUE,1,0.876543209876543,0.837837837837838,0.909090909090909,0.885714285714286,0.861111111111111,0.751092519491191,0.956388206388206,0.0852324469232053,0.278360301806547,0.873464373464373,31,40,4,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,5,2,11350202,"kde",1,TRUE,1,0.716049382716049,0.756756756756757,0.681818181818182,0.666666666666667,0.708860759493671,0.437234137703921,0.840909090909091,0.195429975487617,0.751229384641196,0.719287469287469,28,30,14,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","naive_bayes",3,5,3,11350203,"kde",1,TRUE,1,0.827160493827161,0.72972972972973,0.909090909090909,0.870967741935484,0.794117647058823,0.654696908142438,0.884520884520885,0.143776895781367,0.560215165842922,0.819410319410319,27,40,4,10,0,0
