"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","Fold_Interno","Semente","Configuracao","numero_arvores","variaveis_por_divisao","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,1,13220201,"rf_500_arvores_mtry_3",500,3,0.85,0.810810810810811,0.883720930232558,0.857142857142857,0.833333333333333,0.698050607094749,0.925204274041483,0.112657249864398,0.369029280861957,0.847265870521684,30,38,5,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,2,13220202,"rf_500_arvores_mtry_3",500,3,0.802469135802469,0.675675675675676,0.909090909090909,0.862068965517241,0.757575757575758,0.607587845379288,0.872850122850123,0.138351974891621,0.436389210593874,0.792383292383292,25,40,4,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,3,13220203,"rf_500_arvores_mtry_3",500,3,0.864197530864197,0.837837837837838,0.886363636363636,0.861111111111111,0.849315068493151,0.725987423828911,0.923832923832924,0.106544121401661,0.351427185290794,0.862100737100737,31,39,5,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,1,13220301,"rf_300_arvores_mtry_4",300,4,0.825,0.783783783783784,0.86046511627907,0.828571428571429,0.805555555555556,0.647513006581102,0.917661847894406,0.117757708898065,0.377388115296706,0.822124450031427,29,37,6,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,2,13220302,"rf_300_arvores_mtry_4",300,4,0.827160493827161,0.72972972972973,0.909090909090909,0.870967741935484,0.794117647058823,0.654696908142438,0.871007371007371,0.139606455531791,0.441401313615087,0.819410319410319,27,40,4,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,3,13220303,"rf_300_arvores_mtry_4",300,4,0.864197530864197,0.837837837837838,0.886363636363636,0.861111111111111,0.849315068493151,0.725987423828911,0.915847665847666,0.108530277154722,0.355826793779729,0.862100737100737,31,39,5,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,1,13220401,"rf_500_arvores_mtry_4",500,4,0.8125,0.810810810810811,0.813953488372093,0.789473684210526,0.8,0.623784890681062,0.918290383406662,0.118210600149306,0.378383904098924,0.812382149591452,30,35,8,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,2,13220402,"rf_500_arvores_mtry_4",500,4,0.827160493827161,0.702702702702703,0.931818181818182,0.896551724137931,0.787878787878788,0.65928387003866,0.861793611793612,0.140552774266118,0.452674803590935,0.817260442260442,26,41,3,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,2,3,13220403,"rf_500_arvores_mtry_4",500,4,0.864197530864197,0.837837837837838,0.886363636363636,0.861111111111111,0.849315068493151,0.725987423828911,0.92014742014742,0.107625800651329,0.350448295249089,0.862100737100737,31,39,5,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,1,13230101,"rf_300_arvores_mtry_3",300,3,0.8,0.864864864864865,0.744186046511628,0.744186046511628,0.8,0.609050911376493,0.90634820867379,0.130161778307761,0.401838789339074,0.804525455688246,32,32,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,2,13230102,"rf_300_arvores_mtry_3",300,3,0.802469135802469,0.72972972972973,0.863636363636364,0.818181818181818,0.771428571428571,0.601550839912785,0.877764127764128,0.144274591921397,0.438959003349426,0.796683046683047,27,38,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,3,13230103,"rf_300_arvores_mtry_3",300,3,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.858108108108108,0.149888600581397,0.464047167009959,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,1,13230201,"rf_500_arvores_mtry_3",500,3,0.8,0.864864864864865,0.744186046511628,0.744186046511628,0.8,0.609050911376493,0.915776241357637,0.123600470460364,0.384844567937338,0.804525455688246,32,32,11,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,2,13230202,"rf_500_arvores_mtry_3",500,3,0.802469135802469,0.72972972972973,0.863636363636364,0.818181818181818,0.771428571428571,0.601550839912785,0.882678132678133,0.140981711668545,0.431667963258905,0.796683046683047,27,38,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,3,13230203,"rf_500_arvores_mtry_3",500,3,0.814814814814815,0.72972972972973,0.886363636363636,0.84375,0.782608695652174,0.627770210843286,0.863022113022113,0.149221531776198,0.460163610458704,0.808046683046683,27,39,5,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,1,13230301,"rf_300_arvores_mtry_4",300,4,0.825,0.891891891891892,0.767441860465116,0.767441860465116,0.825,0.659333752357008,0.913262099308611,0.125857680166604,0.389210602930274,0.829666876178504,33,33,10,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,2,13230302,"rf_300_arvores_mtry_4",300,4,0.814814814814815,0.72972972972973,0.886363636363636,0.84375,0.782608695652174,0.627770210843286,0.882063882063882,0.141216950007621,0.432059971294803,0.808046683046683,27,39,5,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,3,13230303,"rf_300_arvores_mtry_4",300,4,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.856879606879607,0.150866880408233,0.466266529465094,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,1,13230401,"rf_500_arvores_mtry_4",500,4,0.8125,0.864864864864865,0.767441860465116,0.761904761904762,0.810126582278481,0.631315492983046,0.912005028284098,0.127392376488237,0.392703858790919,0.816153362664991,32,33,10,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,2,13230402,"rf_500_arvores_mtry_4",500,4,0.790123456790123,0.72972972972973,0.840909090909091,0.794117647058823,0.76056338028169,0.575970348660924,0.875921375921376,0.144236441439707,0.439008287578594,0.78531941031941,27,37,7,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,3,3,13230403,"rf_500_arvores_mtry_4",500,4,0.802469135802469,0.675675675675676,0.909090909090909,0.862068965517241,0.757575757575758,0.607587845379288,0.855651105651106,0.151570641825703,0.47172754251522,0.792383292383292,25,40,4,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,1,13240101,"rf_300_arvores_mtry_3",300,3,0.839506172839506,0.837837837837838,0.840909090909091,0.815789473684211,0.826666666666667,0.677499613275602,0.900491400491401,0.134507430674477,0.414188261421173,0.839373464373464,31,37,7,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,2,13240102,"rf_300_arvores_mtry_3",300,3,0.753086419753086,0.648648648648649,0.840909090909091,0.774193548387097,0.705882352941177,0.501724457489926,0.835995085995086,0.161343811877268,0.481604916282916,0.74477886977887,24,37,7,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,3,13240103,"rf_300_arvores_mtry_3",300,3,0.839506172839506,0.72972972972973,0.931818181818182,0.9,0.805970149253731,0.682405922907341,0.937346437346437,0.115712685035324,0.379996781506644,0.830773955773956,27,41,3,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,1,13240201,"rf_500_arvores_mtry_3",500,3,0.839506172839506,0.864864864864865,0.818181818181818,0.8,0.831168831168831,0.680543143713934,0.902334152334152,0.132946805577767,0.409285879144013,0.841523341523342,32,36,8,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,2,13240202,"rf_500_arvores_mtry_3",500,3,0.740740740740741,0.621621621621622,0.840909090909091,0.766666666666667,0.686567164179104,0.477113890389255,0.835995085995086,0.160179098798852,0.478677550769926,0.731265356265356,23,37,7,14,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,3,13240203,"rf_500_arvores_mtry_3",500,3,0.827160493827161,0.702702702702703,0.931818181818182,0.896551724137931,0.787878787878788,0.65928387003866,0.931818181818182,0.117123526206859,0.381827527292552,0.817260442260442,26,41,3,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,1,13240301,"rf_300_arvores_mtry_4",300,4,0.839506172839506,0.891891891891892,0.795454545454545,0.785714285714286,0.835443037974684,0.685245098166229,0.893734643734644,0.136344519623533,0.416655157422995,0.843673218673219,33,35,9,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,2,13240302,"rf_300_arvores_mtry_4",300,4,0.753086419753086,0.648648648648649,0.840909090909091,0.774193548387097,0.705882352941177,0.501724457489926,0.834152334152334,0.161208209850622,0.480794745894039,0.74477886977887,24,37,7,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,3,13240303,"rf_300_arvores_mtry_4",300,4,0.839506172839506,0.72972972972973,0.931818181818182,0.9,0.805970149253731,0.682405922907341,0.923218673218673,0.119970264606254,0.386820140932486,0.830773955773956,27,41,3,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,1,13240401,"rf_500_arvores_mtry_4",500,4,0.839506172839506,0.891891891891892,0.795454545454545,0.785714285714286,0.835443037974684,0.685245098166229,0.898648648648649,0.133838038870412,0.41099272678863,0.843673218673219,33,35,9,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,2,13240402,"rf_500_arvores_mtry_4",500,4,0.765432098765432,0.648648648648649,0.863636363636364,0.8,0.716417910447761,0.528436898518777,0.828009828009828,0.163588519789083,0.488118868291588,0.756142506142506,24,38,6,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,4,3,13240403,"rf_500_arvores_mtry_4",500,4,0.827160493827161,0.702702702702703,0.931818181818182,0.896551724137931,0.787878787878788,0.65928387003866,0.931818181818182,0.11793670739425,0.38179708019673,0.817260442260442,26,41,3,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,1,13250101,"rf_300_arvores_mtry_3",300,3,0.8125,0.756756756756757,0.86046511627907,0.823529411764706,0.788732394366197,0.622526758287035,0.88874921433061,0.132467603100468,0.412056465729366,0.808610936517913,28,37,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,2,13250102,"rf_300_arvores_mtry_3",300,3,0.851851851851852,0.864864864864865,0.840909090909091,0.82051282051282,0.842105263157895,0.703616280422696,0.885749385749386,0.138871935603292,0.439421526845128,0.852886977886978,32,37,7,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,3,13250103,"rf_300_arvores_mtry_3",300,3,0.827160493827161,0.756756756756757,0.886363636363636,0.848484848484849,0.8,0.651991438290565,0.912162162162162,0.124145661840979,0.404469642463783,0.821560196560197,28,39,5,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,1,13250201,"rf_500_arvores_mtry_3",500,3,0.8125,0.756756756756757,0.86046511627907,0.823529411764706,0.788732394366197,0.622526758287035,0.896920175989943,0.131251418124412,0.408996184182771,0.808610936517913,28,37,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,2,13250202,"rf_500_arvores_mtry_3",500,3,0.839506172839506,0.837837837837838,0.840909090909091,0.815789473684211,0.826666666666667,0.677499613275602,0.886977886977887,0.138763490954658,0.438233328342065,0.839373464373464,31,37,7,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,3,13250203,"rf_500_arvores_mtry_3",500,3,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.915847665847666,0.122651569521863,0.394844052821688,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,1,13250301,"rf_300_arvores_mtry_4",300,4,0.825,0.756756756756757,0.883720930232558,0.848484848484849,0.8,0.648684013782532,0.883092394720302,0.137241205288088,0.422953138756217,0.820238843494657,28,38,5,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,2,13250302,"rf_300_arvores_mtry_4",300,4,0.851851851851852,0.864864864864865,0.840909090909091,0.82051282051282,0.842105263157895,0.703616280422696,0.885135135135135,0.138043220138004,0.436031045641423,0.852886977886978,32,37,7,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,3,13250303,"rf_300_arvores_mtry_4",300,4,0.790123456790123,0.702702702702703,0.863636363636364,0.8125,0.753623188405797,0.577072915650558,0.910933660933661,0.125397551287913,0.395648430514396,0.783169533169533,26,38,6,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,1,13250401,"rf_500_arvores_mtry_4",500,4,0.825,0.756756756756757,0.883720930232558,0.848484848484849,0.8,0.648684013782532,0.887492143306097,0.134801956819444,0.415254618529882,0.820238843494657,28,38,5,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,2,13250402,"rf_500_arvores_mtry_4",500,4,0.851851851851852,0.864864864864865,0.840909090909091,0.82051282051282,0.842105263157895,0.703616280422696,0.883292383292383,0.13717178225608,0.434439378208786,0.852886977886978,32,37,7,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",2,5,3,13250403,"rf_500_arvores_mtry_4",500,4,0.802469135802469,0.72972972972973,0.863636363636364,0.818181818181818,0.771428571428571,0.601550839912785,0.907248157248157,0.126198324465314,0.403551276373844,0.796683046683047,27,38,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,1,13310101,"rf_300_arvores_mtry_3",300,3,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.873464373464373,0.142364893466932,0.442052062082343,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,2,13310102,"rf_300_arvores_mtry_3",300,3,0.765432098765432,0.675675675675676,0.840909090909091,0.78125,0.72463768115942,0.52637562045783,0.865479115479115,0.153709610553422,0.46062896610979,0.758292383292383,25,37,7,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,3,13310103,"rf_300_arvores_mtry_3",300,3,0.8375,0.864864864864865,0.813953488372093,0.8,0.831168831168831,0.676906484261265,0.907605279698303,0.126328222965938,0.400970177668301,0.839409176618479,32,35,8,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,1,13310201,"rf_500_arvores_mtry_3",500,3,0.765432098765432,0.756756756756757,0.772727272727273,0.736842105263158,0.746666666666667,0.528511010537166,0.874692874692875,0.145044403641736,0.444922909703384,0.764742014742015,28,34,10,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,2,13310202,"rf_500_arvores_mtry_3",500,3,0.777777777777778,0.702702702702703,0.840909090909091,0.787878787878788,0.742857142857143,0.551110241535005,0.861793611793612,0.154850979895118,0.467906281072054,0.771805896805897,26,37,7,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,3,13310203,"rf_500_arvores_mtry_3",500,3,0.8625,0.864864864864865,0.86046511627907,0.842105263157895,0.853333333333333,0.72419292137419,0.911376492771842,0.125278180979971,0.400945987795617,0.862664990571967,32,37,6,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,1,13310301,"rf_300_arvores_mtry_4",300,4,0.765432098765432,0.756756756756757,0.772727272727273,0.736842105263158,0.746666666666667,0.528511010537166,0.877149877149877,0.145322850747615,0.447272797315634,0.764742014742015,28,34,10,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,2,13310302,"rf_300_arvores_mtry_4",300,4,0.740740740740741,0.675675675675676,0.795454545454545,0.735294117647059,0.704225352112676,0.475532031671613,0.847665847665848,0.161532467306813,0.484774416980088,0.735565110565111,25,35,9,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,3,13310303,"rf_300_arvores_mtry_4",300,4,0.8125,0.864864864864865,0.767441860465116,0.761904761904762,0.810126582278481,0.631315492983046,0.904462602137021,0.128788135915848,0.40455875186248,0.816153362664991,32,33,10,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,1,13310401,"rf_500_arvores_mtry_4",500,4,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.875921375921376,0.143483316894373,0.442171217889361,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,2,13310402,"rf_500_arvores_mtry_4",500,4,0.765432098765432,0.702702702702703,0.818181818181818,0.764705882352941,0.732394366197183,0.525751190166268,0.858108108108108,0.157548351568895,0.472365479763798,0.76044226044226,26,36,8,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,1,3,13310403,"rf_500_arvores_mtry_4",500,4,0.8375,0.864864864864865,0.813953488372093,0.8,0.831168831168831,0.676906484261265,0.912005028284098,0.125136711428075,0.395957747832244,0.839409176618479,32,35,8,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,1,13320101,"rf_300_arvores_mtry_3",300,3,0.802469135802469,0.675675675675676,0.909090909090909,0.862068965517241,0.757575757575758,0.607587845379288,0.894963144963145,0.138861571491375,0.424948962098361,0.792383292383292,25,40,4,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,2,13320102,"rf_300_arvores_mtry_3",300,3,0.753086419753086,0.837837837837838,0.681818181818182,0.688888888888889,0.75609756097561,0.52093754076273,0.889434889434889,0.142184950873907,0.444337291755496,0.75982800982801,31,30,14,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,3,13320103,"rf_300_arvores_mtry_3",300,3,0.864197530864197,0.763157894736842,0.953488372093023,0.935483870967742,0.840579710144927,0.73580887177256,0.940024479804162,0.103501248868724,0.349800837227525,0.858323133414933,29,41,2,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,1,13320201,"rf_500_arvores_mtry_3",500,3,0.790123456790123,0.648648648648649,0.909090909090909,0.857142857142857,0.738461538461539,0.584173292438176,0.893120393120393,0.140822684703466,0.428142534271236,0.778869778869779,24,40,4,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,2,13320202,"rf_500_arvores_mtry_3",500,3,0.753086419753086,0.837837837837838,0.681818181818182,0.688888888888889,0.75609756097561,0.52093754076273,0.89004914004914,0.142422209898294,0.451359676446008,0.75982800982801,31,30,14,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,3,13320203,"rf_500_arvores_mtry_3",500,3,0.851851851851852,0.763157894736842,0.930232558139535,0.90625,0.828571428571429,0.707833079051174,0.935128518971848,0.105883088587195,0.3550248523457,0.846695226438189,29,40,3,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,1,13320301,"rf_300_arvores_mtry_4",300,4,0.790123456790123,0.648648648648649,0.909090909090909,0.857142857142857,0.738461538461539,0.584173292438176,0.885749385749386,0.142646518690375,0.435319124880475,0.778869778869779,24,40,4,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,2,13320302,"rf_300_arvores_mtry_4",300,4,0.765432098765432,0.810810810810811,0.727272727272727,0.714285714285714,0.759493670886076,0.536438521888844,0.882678132678133,0.142972236497983,0.448905558667795,0.769041769041769,30,32,12,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,3,13320303,"rf_300_arvores_mtry_4",300,4,0.839506172839506,0.763157894736842,0.906976744186046,0.878787878787879,0.816901408450704,0.680629086245427,0.936964504283966,0.105089757375476,0.349308765904102,0.835067319461444,29,39,4,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,1,13320401,"rf_500_arvores_mtry_4",500,4,0.802469135802469,0.648648648648649,0.931818181818182,0.888888888888889,0.75,0.613374682578684,0.886977886977887,0.141075311772812,0.428312508194673,0.790233415233415,24,41,3,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,2,13320402,"rf_500_arvores_mtry_4",500,4,0.753086419753086,0.810810810810811,0.704545454545455,0.697674418604651,0.75,0.514409208631882,0.889434889434889,0.142090082959534,0.443908060186554,0.757678132678133,30,31,13,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,2,3,13320403,"rf_500_arvores_mtry_4",500,4,0.851851851851852,0.736842105263158,0.953488372093023,0.933333333333333,0.823529411764706,0.713406986511748,0.932068543451652,0.106473872044425,0.353739124872148,0.845165238678091,28,41,2,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,1,13330101,"rf_300_arvores_mtry_3",300,3,0.825,0.783783783783784,0.86046511627907,0.828571428571429,0.805555555555556,0.647513006581102,0.878692646134507,0.141719242176024,0.445273432775642,0.822124450031427,29,37,6,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,2,13330102,"rf_300_arvores_mtry_3",300,3,0.827160493827161,0.756756756756757,0.886363636363636,0.848484848484849,0.8,0.651991438290565,0.926904176904177,0.113874630946027,0.367310888082079,0.821560196560197,28,39,5,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,3,13330103,"rf_300_arvores_mtry_3",300,3,0.827160493827161,0.783783783783784,0.863636363636364,0.828571428571429,0.805555555555556,0.651029206861608,0.902334152334152,0.13010107900981,0.414400306418648,0.823710073710074,29,38,6,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,1,13330201,"rf_500_arvores_mtry_3",500,3,0.8125,0.72972972972973,0.883720930232558,0.84375,0.782608695652174,0.624337067230277,0.862979258328096,0.145709551226605,0.45341787763591,0.806725329981144,27,38,5,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,2,13330202,"rf_500_arvores_mtry_3",500,3,0.839506172839506,0.756756756756757,0.909090909090909,0.875,0.811594202898551,0.678467506036014,0.92997542997543,0.11275822556094,0.363311386468741,0.832923832923833,28,40,4,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,3,13330203,"rf_500_arvores_mtry_3",500,3,0.851851851851852,0.810810810810811,0.886363636363636,0.857142857142857,0.833333333333333,0.701060863176399,0.895577395577396,0.132279638483455,0.421683290483139,0.848587223587224,30,39,5,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,1,13330301,"rf_300_arvores_mtry_4",300,4,0.8125,0.72972972972973,0.883720930232558,0.84375,0.782608695652174,0.624337067230277,0.87806411062225,0.141323567650857,0.444365410826483,0.806725329981144,27,38,5,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,2,13330302,"rf_300_arvores_mtry_4",300,4,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.924447174447175,0.112384608329523,0.361288344043141,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,3,13330303,"rf_300_arvores_mtry_4",300,4,0.827160493827161,0.756756756756757,0.886363636363636,0.848484848484849,0.8,0.651991438290565,0.905405405405405,0.130661409296544,0.413173986354837,0.821560196560197,28,39,5,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,1,13330401,"rf_500_arvores_mtry_4",500,4,0.8,0.72972972972973,0.86046511627907,0.818181818181818,0.771428571428571,0.597756907695581,0.870521684475173,0.142217129124575,0.44319413330027,0.7950974230044,27,37,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","random_forest",3,3,2,13330402,"rf_500_arvores_mtry_4",500,4,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.922604422604423,0.113692101715481,0.364352789859956,0.83507371007371,29,39,5,8,0,0
