"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","Fold_Interno","Semente","Configuracao","custo","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,2,3,14220303,"svm_custo_10",10,0.851851851851852,0.864864864864865,0.840909090909091,0.82051282051282,0.842105263157895,0.703616280422696,0.918304668304668,0.113145582248078,0.37199785278522,0.852886977886978,32,37,7,5,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,1,14230101,"svm_custo_0.1",0.1,0.8125,0.837837837837838,0.790697674418605,0.775,0.805194805194805,0.626765263204875,0.905091137649277,0.128082289711256,0.401479107507685,0.814267756128221,31,34,9,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,2,14230102,"svm_custo_0.1",0.1,0.802469135802469,0.72972972972973,0.863636363636364,0.818181818181818,0.771428571428571,0.601550839912785,0.930589680589681,0.111413828159724,0.35293108423925,0.796683046683047,27,38,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,3,14230103,"svm_custo_0.1",0.1,0.802469135802469,0.675675675675676,0.909090909090909,0.862068965517241,0.757575757575758,0.607587845379288,0.861793611793612,0.143498244491114,0.453333746943863,0.792383292383292,25,40,4,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,1,14230201,"svm_custo_1",1,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.883720930232558,0.139627226828742,0.427693339497536,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,2,14230202,"svm_custo_1",1,0.814814814814815,0.72972972972973,0.886363636363636,0.84375,0.782608695652174,0.627770210843286,0.923218673218673,0.11752319821442,0.374900913037821,0.808046683046683,27,39,5,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,3,14230203,"svm_custo_1",1,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.842751842751843,0.148045898914167,0.482882017990794,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,1,14230301,"svm_custo_10",10,0.8,0.810810810810811,0.790697674418605,0.769230769230769,0.789473684210526,0.600001886782811,0.890006285355123,0.138901530718328,0.432198093548843,0.800754242614708,30,34,9,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,2,14230302,"svm_custo_10",10,0.802469135802469,0.72972972972973,0.863636363636364,0.818181818181818,0.771428571428571,0.601550839912785,0.925061425061425,0.124222050584044,0.402727936309949,0.796683046683047,27,38,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,3,3,14230303,"svm_custo_10",10,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.822481572481572,0.163147055658614,0.526659003609295,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,1,14240101,"svm_custo_0.1",0.1,0.802469135802469,0.837837837837838,0.772727272727273,0.75609756097561,0.794871794871795,0.608327234578822,0.893734643734644,0.131467342616917,0.417887688144208,0.805282555282555,31,34,10,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,2,14240102,"svm_custo_0.1",0.1,0.765432098765432,0.72972972972973,0.795454545454545,0.75,0.73972602739726,0.526479429494249,0.823710073710074,0.178747995405965,0.515815702771216,0.762592137592138,27,35,9,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,3,14240103,"svm_custo_0.1",0.1,0.864197530864197,0.756756756756757,0.954545454545455,0.933333333333333,0.835820895522388,0.733728931036863,0.92997542997543,0.110588185393364,0.36058325396209,0.855651105651106,28,42,2,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,1,14240201,"svm_custo_1",1,0.827160493827161,0.837837837837838,0.818181818181818,0.794871794871795,0.815789473684211,0.654014088330234,0.900491400491401,0.12935699307692,0.408973172498973,0.828009828009828,31,36,8,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,2,14240202,"svm_custo_1",1,0.740740740740741,0.72972972972973,0.75,0.710526315789474,0.72,0.478848142957688,0.850737100737101,0.159053170198149,0.472200098583678,0.739864864864865,27,33,11,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,3,14240203,"svm_custo_1",1,0.827160493827161,0.72972972972973,0.909090909090909,0.870967741935484,0.794117647058823,0.654696908142438,0.910933660933661,0.121919440459406,0.382668875290284,0.819410319410319,27,40,4,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,1,14240301,"svm_custo_10",10,0.827160493827161,0.837837837837838,0.818181818181818,0.794871794871795,0.815789473684211,0.654014088330234,0.896805896805897,0.128638762459367,0.417371593491621,0.828009828009828,31,36,8,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,2,14240302,"svm_custo_10",10,0.753086419753086,0.648648648648649,0.840909090909091,0.774193548387097,0.705882352941177,0.501724457489926,0.863636363636364,0.152434348077448,0.463567310676922,0.74477886977887,24,37,7,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,4,3,14240303,"svm_custo_10",10,0.814814814814815,0.756756756756757,0.863636363636364,0.823529411764706,0.788732394366197,0.626189507155579,0.896805896805897,0.133169244514815,0.41712551268014,0.81019656019656,28,38,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,1,14250101,"svm_custo_0.1",0.1,0.775,0.72972972972973,0.813953488372093,0.771428571428571,0.75,0.546437805553808,0.898805782526713,0.135092907824488,0.408511064729881,0.771841609050911,27,35,8,10,0,0
