"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","Fold_Interno","Semente","Configuracao","custo","Acuracia","Sensibilidade","Especificidade","Precisao","F1","MCC","ROC_AUC","Brier","Log_Loss","Acuracia_Balanceada","VP","VN","FP","FN","Precisao_Denominador_Zero","MCC_Denominador_Zero"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,2,14250102,"svm_custo_0.1",0.1,0.790123456790123,0.810810810810811,0.772727272727273,0.75,0.779220779220779,0.581399268460645,0.885749385749386,0.14553638807441,0.446861832500203,0.791769041769042,30,34,10,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,3,14250103,"svm_custo_0.1",0.1,0.827160493827161,0.72972972972973,0.909090909090909,0.870967741935484,0.794117647058823,0.654696908142438,0.914619164619165,0.117212162000142,0.379517462905876,0.819410319410319,27,40,4,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,1,14250201,"svm_custo_1",1,0.775,0.72972972972973,0.813953488372093,0.771428571428571,0.75,0.546437805553808,0.886235072281584,0.13625325375363,0.408018588000135,0.771841609050911,27,35,8,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,2,14250202,"svm_custo_1",1,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.886977886977887,0.137265642683539,0.424584622325782,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,3,14250203,"svm_custo_1",1,0.876543209876543,0.837837837837838,0.909090909090909,0.885714285714286,0.861111111111111,0.751092519491191,0.92014742014742,0.110365723615306,0.361783059742665,0.873464373464373,31,40,4,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,1,14250301,"svm_custo_10",10,0.75,0.702702702702703,0.790697674418605,0.742857142857143,0.722222222222222,0.495900205040161,0.874921433060968,0.139491064282351,0.424575594033334,0.746700188560654,26,34,9,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,2,14250302,"svm_custo_10",10,0.790123456790123,0.783783783783784,0.795454545454545,0.763157894736842,0.773333333333333,0.578173878116645,0.905405405405405,0.128605815619967,0.40571134266625,0.789619164619165,29,35,9,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",2,5,3,14250303,"svm_custo_10",10,0.864197530864197,0.810810810810811,0.909090909090909,0.882352941176471,0.845070422535211,0.72662782414489,0.923832923832924,0.110129491481635,0.365235093133723,0.85995085995086,30,40,4,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,1,14310101,"svm_custo_0.1",0.1,0.777777777777778,0.756756756756757,0.795454545454545,0.756756756756757,0.756756756756757,0.552211302211302,0.886363636363636,0.139666956503715,0.431943690026536,0.776105651105651,28,35,9,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,2,14310102,"svm_custo_0.1",0.1,0.802469135802469,0.72972972972973,0.863636363636364,0.818181818181818,0.771428571428571,0.601550839912785,0.863022113022113,0.155991281226488,0.492155025433083,0.796683046683047,27,38,6,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,3,14310103,"svm_custo_0.1",0.1,0.85,0.783783783783784,0.906976744186046,0.878787878787879,0.828571428571429,0.699611119869482,0.942174732872407,0.104962623599135,0.34350877343413,0.845380263984915,29,39,4,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,1,14310201,"svm_custo_1",1,0.777777777777778,0.72972972972973,0.818181818181818,0.771428571428571,0.75,0.550965894232025,0.861179361179361,0.155644670825447,0.483178786342952,0.773955773955774,27,36,8,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,2,14310202,"svm_custo_1",1,0.777777777777778,0.648648648648649,0.886363636363636,0.827586206896552,0.727272727272727,0.555891820719915,0.863022113022113,0.154633666139052,0.474415209723461,0.767506142506142,24,39,5,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,3,14310203,"svm_custo_1",1,0.8375,0.810810810810811,0.86046511627907,0.833333333333333,0.821917808219178,0.672757540586995,0.93463230672533,0.115679615507695,0.381485677209165,0.83563796354494,30,37,6,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,1,14310301,"svm_custo_10",10,0.802469135802469,0.756756756756757,0.840909090909091,0.8,0.777777777777778,0.600997550546816,0.861793611793612,0.152879179748962,0.477983285862465,0.798832923832924,28,37,7,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,2,14310302,"svm_custo_10",10,0.790123456790123,0.675675675675676,0.886363636363636,0.833333333333333,0.746268656716418,0.579759906648298,0.851351351351351,0.155613549928845,0.479280786966944,0.781019656019656,25,39,5,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,1,3,14310303,"svm_custo_10",10,0.85,0.810810810810811,0.883720930232558,0.857142857142857,0.833333333333333,0.698050607094749,0.936517913262099,0.113810309795133,0.373058736937735,0.847265870521684,30,38,5,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,1,14320101,"svm_custo_0.1",0.1,0.851851851851852,0.756756756756757,0.931818181818182,0.903225806451613,0.823529411764706,0.705687725026608,0.933660933660934,0.111240206280137,0.348066869557565,0.844287469287469,28,41,3,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,2,14320102,"svm_custo_0.1",0.1,0.827160493827161,0.918918918918919,0.75,0.755555555555556,0.829268292682927,0.670568536513727,0.888206388206388,0.141838984062004,0.436375001341099,0.834459459459459,34,33,11,3,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,3,14320103,"svm_custo_0.1",0.1,0.876543209876543,0.815789473684211,0.930232558139535,0.911764705882353,0.861111111111111,0.754378482005788,0.952876376988984,0.0890842436701861,0.302213028445902,0.873011015911873,31,40,3,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,1,14320201,"svm_custo_1",1,0.802469135802469,0.675675675675676,0.909090909090909,0.862068965517241,0.757575757575758,0.607587845379288,0.915233415233415,0.130485549841152,0.398021629772027,0.792383292383292,25,40,4,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,2,14320202,"svm_custo_1",1,0.827160493827161,0.891891891891892,0.772727272727273,0.767441860465116,0.825,0.663397811370318,0.894963144963145,0.134078224020047,0.417603223193545,0.832309582309582,33,34,10,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,3,14320203,"svm_custo_1",1,0.876543209876543,0.789473684210526,0.953488372093023,0.9375,0.857142857142857,0.758437209151038,0.946756425948592,0.0967403771530135,0.328555164990685,0.871481028151775,30,41,2,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,1,14320301,"svm_custo_10",10,0.802469135802469,0.702702702702703,0.886363636363636,0.838709677419355,0.764705882352941,0.603706091258267,0.904176904176904,0.133604050652872,0.41235773910071,0.79453316953317,26,39,5,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,2,14320302,"svm_custo_10",10,0.827160493827161,0.891891891891892,0.772727272727273,0.767441860465116,0.825,0.663397811370318,0.902948402948403,0.135252431352379,0.431685159488775,0.832309582309582,33,34,10,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,2,3,14320303,"svm_custo_10",10,0.864197530864197,0.789473684210526,0.930232558139535,0.909090909090909,0.845070422535211,0.730976991255363,0.932680538555692,0.108054223883879,0.361397266301669,0.859853121175031,30,40,3,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,1,14330101,"svm_custo_0.1",0.1,0.8125,0.756756756756757,0.86046511627907,0.823529411764706,0.788732394366197,0.622526758287035,0.856065367693275,0.151283144535077,0.470786654318349,0.808610936517913,28,37,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,2,14330102,"svm_custo_0.1",0.1,0.851851851851852,0.810810810810811,0.886363636363636,0.857142857142857,0.833333333333333,0.701060863176399,0.951474201474201,0.0977863345918169,0.321285443218477,0.848587223587224,30,39,5,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,3,14330103,"svm_custo_0.1",0.1,0.839506172839506,0.810810810810811,0.863636363636364,0.833333333333333,0.821917808219178,0.676110425245246,0.886977886977887,0.136462797277391,0.432131366229844,0.837223587223587,30,38,6,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,1,14330201,"svm_custo_1",1,0.825,0.810810810810811,0.837209302325581,0.810810810810811,0.810810810810811,0.648020113136392,0.869893148962916,0.146208240035977,0.448397423101205,0.824010056568196,30,36,7,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,2,14330202,"svm_custo_1",1,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.943488943488944,0.104670472296512,0.334541731188849,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,3,14330203,"svm_custo_1",1,0.839506172839506,0.756756756756757,0.909090909090909,0.875,0.811594202898551,0.678467506036014,0.878992628992629,0.136002730905033,0.43813937948939,0.832923832923833,28,40,4,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,1,14330301,"svm_custo_10",10,0.8125,0.675675675675676,0.930232558139535,0.892857142857143,0.769230769230769,0.633375494824032,0.862979258328096,0.142397735322478,0.439861767157757,0.802954116907605,25,40,3,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,2,14330302,"svm_custo_10",10,0.851851851851852,0.783783783783784,0.909090909090909,0.878787878787879,0.828571428571429,0.702432036668345,0.933046683046683,0.114936154978552,0.379678983645206,0.846437346437346,29,40,4,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,3,3,14330303,"svm_custo_10",10,0.839506172839506,0.756756756756757,0.909090909090909,0.875,0.811594202898551,0.678467506036014,0.897420147420147,0.130783515593748,0.424311119331661,0.832923832923833,28,40,4,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,1,14340101,"svm_custo_0.1",0.1,0.8375,0.837837837837838,0.837209302325581,0.815789473684211,0.826666666666667,0.673988906027626,0.884978001257071,0.133617424754151,0.422069912142214,0.83752357008171,31,36,7,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,2,14340102,"svm_custo_0.1",0.1,0.765432098765432,0.702702702702703,0.818181818181818,0.764705882352941,0.732394366197183,0.525751190166268,0.923832923832924,0.116713417842105,0.350938325059309,0.76044226044226,26,36,8,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,3,14340103,"svm_custo_0.1",0.1,0.851851851851852,0.837837837837838,0.863636363636364,0.837837837837838,0.837837837837838,0.701474201474201,0.905405405405405,0.114380745721656,0.387332534260226,0.850737100737101,31,38,6,6,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,1,14340201,"svm_custo_1",1,0.8125,0.756756756756757,0.86046511627907,0.823529411764706,0.788732394366197,0.622526758287035,0.888120678818353,0.132145294509363,0.423296737946038,0.808610936517913,28,37,6,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,2,14340202,"svm_custo_1",1,0.790123456790123,0.675675675675676,0.886363636363636,0.833333333333333,0.746268656716418,0.579759906648298,0.923218673218673,0.122520473652868,0.372865563250086,0.781019656019656,25,39,5,12,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,3,14340203,"svm_custo_1",1,0.851851851851852,0.891891891891892,0.818181818181818,0.804878048780488,0.846153846153846,0.707471109832111,0.910933660933661,0.110107409026825,0.373111376484729,0.855036855036855,33,36,8,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,1,14340301,"svm_custo_10",10,0.7875,0.756756756756757,0.813953488372093,0.777777777777778,0.767123287671233,0.571969894057108,0.874921433060968,0.13766317010868,0.436035610295378,0.785355122564425,28,35,8,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,2,14340302,"svm_custo_10",10,0.814814814814815,0.702702702702703,0.909090909090909,0.866666666666667,0.776119402985075,0.63108291477782,0.916461916461916,0.12892038280154,0.398102377846902,0.805896805896806,26,40,4,11,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,4,3,14340303,"svm_custo_10",10,0.864197530864197,0.891891891891892,0.840909090909091,0.825,0.857142857142857,0.730115081340578,0.904791154791155,0.114729196169127,0.381759132457749,0.866400491400491,33,37,7,4,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,1,14350101,"svm_custo_0.1",0.1,0.839506172839506,0.783783783783784,0.886363636363636,0.852941176470588,0.816901408450704,0.676408665650234,0.941646191646192,0.112219362837234,0.369591956812782,0.83507371007371,29,39,5,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,2,14350102,"svm_custo_0.1",0.1,0.740740740740741,0.756756756756757,0.727272727272727,0.7,0.727272727272727,0.482255393207356,0.808968058968059,0.189863773946424,0.595125860896198,0.742014742014742,28,32,12,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,3,14350103,"svm_custo_0.1",0.1,0.777777777777778,0.648648648648649,0.886363636363636,0.827586206896552,0.727272727272727,0.555891820719915,0.858108108108108,0.145427630021058,0.4529933739899,0.767506142506142,24,39,5,13,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,1,14350201,"svm_custo_1",1,0.851851851851852,0.756756756756757,0.931818181818182,0.903225806451613,0.823529411764706,0.705687725026608,0.923832923832924,0.121800337677437,0.38979285929576,0.844287469287469,28,41,3,9,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,2,14350202,"svm_custo_1",1,0.740740740740741,0.783783783783784,0.704545454545455,0.69047619047619,0.734177215189873,0.486836329796382,0.842751842751843,0.16590917051218,0.523099985209868,0.744164619164619,29,31,13,8,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,3,14350203,"svm_custo_1",1,0.827160493827161,0.72972972972973,0.909090909090909,0.870967741935484,0.794117647058823,0.654696908142438,0.887592137592138,0.126144984872191,0.39505772978889,0.819410319410319,27,40,4,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,1,14350301,"svm_custo_10",10,0.876543209876543,0.810810810810811,0.931818181818182,0.909090909090909,0.857142857142857,0.752872635046125,0.944103194103194,0.117736220629725,0.388166722100739,0.871314496314496,30,41,3,7,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,2,14350302,"svm_custo_10",10,0.753086419753086,0.72972972972973,0.772727272727273,0.72972972972973,0.72972972972973,0.502457002457002,0.834152334152334,0.168334530568849,0.510090309893944,0.751228501228501,27,34,10,10,0,0
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","svm",3,5,3,14350303,"svm_custo_10",10,0.790123456790123,0.675675675675676,0.886363636363636,0.833333333333333,0.746268656716418,0.579759906648298,0.871007371007371,0.138477620060397,0.434412686471572,0.781019656019656,25,39,5,12,0,0
