"id","numero_arvores","variaveis_por_divisao","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Tempo_Execucao_Segundos_Media"
"rf_500_arvores_mtry_3",500,3,0.729951902055094,0.689343272148729,0.769707808128299,0.745578444351183,0.716358854928148,0.460701848988221,0.792791636593771,0.184612691782895,0.55201283554381,0.729525540138514,301.847885608673
"rf_300_arvores_mtry_3",300,3,0.729456347471214,0.689009359378529,0.769054005980367,0.744948034119761,0.715887018615328,0.459698018399376,0.792439579586524,0.184793308031939,0.552539990768774,0.729031682679448,182.245266437531
"rf_500_arvores_mtry_4",500,4,0.724573677306515,0.691120866601848,0.757324026267463,0.736016376160232,0.712862424667882,0.449552966026045,0.785983150376686,0.188130987498919,0.561766561317894,0.724222446434655,378.282001336416
"rf_300_arvores_mtry_4",300,4,0.724340475149395,0.691769050214588,0.756227946195929,0.735323565757931,0.712881143025761,0.449049267827918,0.785612207652312,0.188327601075252,0.562526030918157,0.723998498205259,239.619410594304
