"id","custo","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Tempo_Execucao_Segundos_Media"
"svm_custo_10",10,0.727789923723461,0.655637724286261,0.798427028949975,0.7610118673181,0.704405766645707,0.459067825344839,0.790900738744094,0.187106830152257,0.561683899651709,0.727032376618118,6475.83123199145
"svm_custo_1",1,0.727775348588641,0.655618082358603,0.798417414212505,0.760997738109559,0.704388363556217,0.459038928043059,0.790902634723526,0.187107628444673,0.561680914261863,0.727017748285554,1762.85666704178
"svm_custo_0.1",0.1,0.727746198319001,0.655755575852214,0.798225119463113,0.760862410623677,0.704409737709244,0.458960650944676,0.790922121131581,0.1870931045773,0.561656067701228,0.726990347657664,1121.85552565257
