"id","laplace","usar_kernel","ajuste","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Tempo_Execucao_Segundos_Media"
"gaussiano",1,FALSE,NA,0.719909634164116,0.622069669917406,0.815695097445364,0.767676644056648,0.687245362647892,0.446606442692385,0.786859071061628,0.198304120442684,0.647598780705455,0.718882383681385,0.312532027562459
"kde",1,TRUE,1,0.715347616965457,0.585398190978463,0.842568288672878,0.784498810230156,0.670479844603008,0.443396442777673,0.785156655323189,0.211445601534045,0.662209181706941,0.71398323982567,0.182442665100098
