"id","cp","profundidade_maxima","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Tempo_Execucao_Segundos_Media"
"arvore_cp_0.005_profundidade_3",0.005,3,0.722674051401642,0.653447649352307,0.790446796850212,0.753260589970452,0.699810669371807,0.448396793497476,0.74949740617762,0.195353240643877,0.57845296586012,0.72194722310126,0.682613054911296
"arvore_cp_0.005_profundidade_5",0.005,5,0.723922654617889,0.693968946112371,0.753247377580355,0.733616355799621,0.713205356409378,0.448150883376815,0.751777056154163,0.194801497067152,0.577326395191907,0.723608161846363,0.869655688603719
"arvore_cp_0.01_profundidade_3",0.01,3,0.713073895933537,0.617630594266521,0.806513023161903,0.757580140029427,0.68048432159464,0.432279727419301,0.710639891990168,0.203264764897728,0.596073758640513,0.712071808714212,0.63214103380839
"arvore_cp_0.01_profundidade_5",0.01,5,0.713073895933537,0.617630594266521,0.806513023161903,0.757580140029427,0.68048432159464,0.432279727419301,0.710639891990168,0.203264764897728,0.596073758640513,0.712071808714212,0.851529359817505
"arvore_cp_0.02_profundidade_3",0.02,3,0.713073895933537,0.617630594266521,0.806513023161903,0.757580140029427,0.68048432159464,0.432279727419301,0.710639891990168,0.203264764897728,0.596073758640513,0.712071808714212,0.661324659983317
"arvore_cp_0.02_profundidade_5",0.02,5,0.713073895933537,0.617630594266521,0.806513023161903,0.757580140029427,0.68048432159464,0.432279727419301,0.710639891990168,0.203264764897728,0.596073758640513,0.712071808714212,0.794954379399618
