"id","custo","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Tempo_Execucao_Segundos_Media"
"svm_custo_1",1,0.829482948294829,0.79136690647482,0.861788617886179,0.829504517248534,0.809862926663011,0.656207340807304,0.896911738901562,0.125562210421929,0.39901216744078,0.826577762180499,0.0607727368672689
"svm_custo_0.1",0.1,0.81958195819582,0.776978417266187,0.855691056910569,0.820139759219171,0.797942807112572,0.635993333524667,0.899587646955606,0.126765377170815,0.397206254595925,0.816334737088378,0.0928366184234619
"svm_custo_10",10,0.818481848184819,0.767386091127098,0.861788617886179,0.824825174825175,0.794994987896151,0.633933166701975,0.891472188103176,0.129549447558995,0.412955305424611,0.814587354506639,0.156386375427246
