"id","cp","profundidade_maxima","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Tempo_Execucao_Segundos_Media"
"arvore_cp_0.01_profundidade_5",0.01,5,0.77997799779978,0.741007194244604,0.813008130081301,0.770742910788677,0.75546835096284,0.556126892855891,0.809191671053401,0.174437327200459,0.548690296400597,0.777007662162953,0.0263123512268066
"arvore_cp_0.02_profundidade_5",0.02,5,0.777777777777778,0.731414868105516,0.817073170731707,0.772189214294477,0.751232298568339,0.551384883935707,0.805126630402995,0.176197115561049,0.55367731951837,0.774244019418611,0.0240206718444824
"arvore_cp_0.005_profundidade_3",0.005,3,0.773377337733773,0.724220623501199,0.815040650406504,0.768399793590633,0.745649206182272,0.542407082304914,0.804666023278938,0.177174296218202,0.554054050539643,0.769630636953851,0.0358017285664876
"arvore_cp_0.01_profundidade_3",0.01,3,0.772277227722772,0.721822541966427,0.815040650406504,0.767832167832168,0.744107143673667,0.540167033858646,0.803028309060069,0.177653967426934,0.555014740178095,0.768431596186465,0.0273502667744954
"arvore_cp_0.02_profundidade_3",0.02,3,0.772277227722772,0.721822541966427,0.815040650406504,0.767832167832168,0.744107143673667,0.540167033858646,0.803028309060069,0.177653967426934,0.555014740178095,0.768431596186465,0.0246704419453939
"arvore_cp_0.005_profundidade_5",0.005,5,0.771177117711771,0.743405275779377,0.794715447154472,0.754302440400621,0.748794419010246,0.538785574382536,0.807049482365327,0.178517880307061,0.670968061585815,0.769060361466924,0.023383617401123
