"id","numero_arvores","variaveis_por_divisao","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Tempo_Execucao_Segundos_Media"
"rf_500_arvores_mtry_4",500,4,0.822882288228823,0.79136690647482,0.849593495934959,0.817094710282058,0.803978353969512,0.642848688945805,0.897072585833772,0.129534792604674,0.407236499216495,0.82048020120489,0.238428672154744
"rf_300_arvores_mtry_4",300,4,0.820682068206821,0.786570743405276,0.849593495934959,0.816192343015518,0.801041095243994,0.638383420561038,0.893095279873662,0.131671949859988,0.412931354814543,0.818082119670117,0.154444615046183
"rf_300_arvores_mtry_3",300,3,0.818481848184819,0.784172661870504,0.847560975609756,0.813524130190797,0.798556306730951,0.633861318572203,0.898702988828449,0.129092703970205,0.406461633053661,0.81586681874013,0.464802344640096
"rf_500_arvores_mtry_3",500,3,0.812981298129813,0.779376498800959,0.841463414634146,0.806671905403383,0.792727272727273,0.622834587920537,0.897650172544891,0.129617232584271,0.407337453188335,0.810419956717553,0.23294456799825
