"id","laplace","usar_kernel","ajuste","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Tempo_Execucao_Segundos_Media"
"gaussiano",1,FALSE,NA,0.836083608360836,0.800959232613909,0.865853658536585,0.835016646092844,0.817630898513251,0.669374819311695,0.905553605895771,0.131906961491217,0.516369411739549,0.833406445575247,0.0350606441497803
"kde",1,TRUE,1,0.829482948294829,0.800959232613909,0.853658536585366,0.822735605562348,0.811684295816317,0.656163037877659,0.900143299994151,0.136439985337393,0.514069814185505,0.827308884599637,0.0364619096120199
